date_time,magnitude,depth,latitude,longitude,sig,tsunami
4/4/2010 22:40,7.2,9.987,32.2862,-115.295,2910,0
4/6/2010 22:15,7.8,31,2.383,97.048,936,0
4/11/2010 9:40,6.9,21,-10.878,161.116,740,0
4/13/2010 23:49,6.9,17,33.165,96.548,773,0
5/9/2010 5:59,7.2,38,3.748,96.018,918,0
5/27/2010 17:14,7.2,31,-13.698,166.643,804,0
6/12/2010 19:26,7.5,35,7.881,91.936,1144,0
6/16/2010 3:16,7,18,-2.174,136.543,755,0
6/16/2010 3:58,6.6,10.5,-2.329,136.484,670,0
6/26/2010 5:30,6.7,35,-10.627,161.447,696,0
7/14/2010 8:32,6.6,22,-38.067,-73.31,753,0
7/18/2010 13:04,6.9,28,-5.966,150.428,737,0
7/18/2010 13:34,7.3,35,-5.931,150.59,831,0
7/23/2010 22:51,7.6,578,6.497,123.48,902,0
8/4/2010 7:15,6.5,220,-5.486,146.822,659,0
8/4/2010 22:01,7,44,-5.746,150.765,757,0
8/10/2010 5:23,7.3,25,-17.541,168.069,850,0
8/12/2010 11:54,7.1,206.7,-1.266,-77.306,945,0
9/3/2010 16:35,7,12,-43.522,171.83,1245,0
9/29/2010 17:11,7,26,-4.963,133.76,772,0
10/21/2010 17:53,6.7,13,24.696,-109.156,776,0
10/25/2010 14:42,7.8,20.1,-3.487,100.082,946,0
12/2/2010 3:12,6.6,33,-6.001,149.977,670,0
12/20/2010 18:41,6.7,12,28.412,59.18,708,0
12/25/2010 13:16,7.3,16,-19.702,167.947,820,0
1/2/2011 20:20,7.2,24,-38.355,-73.326,1054,0
1/13/2011 16:16,7,9,-20.628,168.471,755,0
1/18/2011 20:23,7.2,68,28.777,63.951,1449,0
2/11/2011 20:05,6.9,26,-36.422,-72.96,988,0
2/14/2011 3:40,6.7,21,-35.38,-72.834,731,0
3/9/2011 2:45,7.3,32,38.435,142.842,972,0
3/11/2011 5:46,9.1,29,38.297,142.373,2184,0
3/11/2011 6:15,7.9,42.6,36.281,141.111,1140,0
3/11/2011 6:25,7.7,18.6,38.058,144.59,931,0
3/11/2011 8:19,6.5,6.8,36.166,141.562,650,0
3/11/2011 11:36,6.6,25.7,39.241,142.463,673,0
3/24/2011 13:55,6.9,8,20.687,99.822,1154,0
4/7/2011 13:11,6.6,166.2,17.208,-94.338,897,0
4/7/2011 14:32,7.1,42,38.276,141.588,1114,0
4/11/2011 8:16,6.6,11,37.001,140.401,822,0
4/23/2011 4:16,6.8,79,-10.375,161.2,719,0
5/10/2011 8:55,6.8,11,-20.244,168.226,734,0
6/22/2011 21:50,6.7,33,39.955,142.205,749,0
7/6/2011 19:03,7.6,17,-29.539,-176.34,893,0
7/31/2011 23:38,6.6,10,-3.518,144.828,674,0
8/20/2011 16:55,7.2,32,-18.365,168.143,813,0
8/20/2011 17:13,6.5,35,-18.308,168.156,650,0
8/20/2011 18:19,7.1,28,-18.311,168.218,787,0
8/24/2011 17:46,7,147,-7.641,-74.525,913,0
9/3/2011 22:55,7,185.1,-20.671,169.716,761,0
9/5/2011 17:55,6.7,91,2.965,97.893,915,0
9/16/2011 19:26,6.7,30,40.273,142.779,712,0
9/18/2011 12:40,6.9,50,27.73,88.155,1562,0
10/14/2011 3:35,6.5,37,-6.57,147.881,655,0
10/23/2011 10:41,7.1,18,38.721,43.508,1096,0
10/28/2011 18:54,6.9,24,-14.438,-75.966,847,0
12/11/2011 1:47,6.5,59,17.986,-99.789,1400,0
12/14/2011 5:04,7.1,135,-7.551,146.809,834,0
12/27/2011 15:21,6.6,15,51.842,95.911,670,0
1/10/2012 18:36,7.2,19,2.433,93.21,838,0
2/2/2012 13:34,7.1,23,-17.827,167.133,793,0
2/6/2012 3:49,6.7,11,9.999,123.206,1551,0
2/26/2012 6:17,6.7,12,51.708,95.991,833,0
3/20/2012 18:02,7.4,20,16.493,-98.231,1752,0
3/21/2012 22:15,6.6,118,-6.242,145.955,709,0
3/25/2012 22:37,7.1,40.7,-35.2,-72.217,1496,0
4/11/2012 8:38,8.6,20,2.327,93.063,2048,0
4/11/2012 10:43,8.2,25.1,0.802,92.463,1213,0
4/11/2012 22:55,6.5,20,18.229,-102.689,1171,0
4/12/2012 7:15,7,13,28.696,-113.104,1000,0
4/17/2012 3:50,6.7,29,-32.625,-71.365,691,0
4/17/2012 7:13,6.8,198,-5.462,147.117,732,0
4/21/2012 1:16,6.7,16,-1.617,134.276,691,0
4/28/2012 10:08,6.6,134.7,-18.685,-174.705,675,0
7/28/2012 20:03,6.5,41,-4.651,153.173,653,0
8/14/2012 2:59,7.7,583.2,49.8,145.064,941,0
8/26/2012 15:05,6.6,91.1,2.19,126.837,678,0
8/27/2012 4:37,7.3,28,12.139,-88.59,994,0
8/31/2012 12:47,7.6,28,10.811,126.638,1115,0
9/5/2012 14:42,7.6,35,10.085,-85.315,1555,0
9/30/2012 16:31,7.3,170,1.929,-76.362,1221,0
10/12/2012 0:31,6.6,13,-4.892,134.03,675,0
10/24/2012 0:45,6.5,17,10.086,-85.298,745,0
10/28/2012 3:04,7.8,14,52.788,-132.101,1726,0
11/7/2012 16:35,7.4,24,13.988,-91.895,1455,0
11/11/2012 1:12,6.8,13.7,23.005,95.885,795,0
11/11/2012 22:14,6.5,20,14.129,-92.164,708,0
12/7/2012 8:18,7.3,31,37.89,143.949,1014,0
12/10/2012 16:53,7.1,155,-6.533,129.825,843,0
12/21/2012 22:28,6.7,200.7,-14.344,167.286,691,0
1/5/2013 8:58,7.5,8.7,55.228,-134.859,1425,0
1/30/2013 20:15,6.8,45,-28.094,-70.653,771,0
2/2/2013 14:17,6.9,107,42.77,143.092,814,0
2/6/2013 1:12,8,24,-10.799,165.114,993,1
2/6/2013 1:23,7.1,10,-11.183,164.882,776,0
2/6/2013 1:54,7,8.8,-10.499,165.588,754,0
2/7/2013 18:59,6.7,11,-10.997,165.655,691,1
2/8/2013 11:12,6.8,12,-10.838,165.969,711,1
2/8/2013 15:26,7.1,21,-10.928,166.018,780,1
2/9/2013 14:16,6.9,145,1.135,-77.393,904,1
2/9/2013 21:02,6.6,18,-10.994,165.741,670,1
2/14/2013 13:13,6.6,11,67.631,142.508,670,1
2/28/2013 14:05,6.9,41,50.954,157.283,736,1
3/1/2013 13:20,6.5,29,50.958,157.408,651,0
3/10/2013 22:51,6.5,28,-6.598,148.174,650,1
4/6/2013 4:42,7,66,-3.517,138.476,755,1
4/14/2013 1:32,6.6,31,-6.475,154.607,670,1
4/16/2013 10:44,7.7,80,28.033,61.996,1421,0
4/16/2013 22:55,6.6,13,-3.214,142.542,672,1
4/19/2013 3:05,7.2,110,46.221,150.788,804,1
4/20/2013 0:02,6.6,14,30.308,102.888,2083,0
4/23/2013 23:14,6.5,10,-3.898,152.127,650,1
5/14/2013 0:32,6.8,602.2,18.728,145.288,711,0
5/23/2013 17:19,7.4,173.7,-23.009,-177.232,842,1
5/24/2013 5:44,8.3,598.1,54.892,153.221,1115,1
5/24/2013 14:56,6.7,624,52.235,151.444,691,1
6/13/2013 16:47,6.7,9,-10.004,107.236,710,0
6/15/2013 17:34,6.5,30,11.763,-86.926,679,1
6/24/2013 22:04,6.6,10,10.701,-42.594,670,1
7/7/2013 18:35,7.3,385.5,-3.917,153.927,820,1
7/7/2013 20:30,6.6,56,-6.029,149.706,674,0
7/15/2013 14:03,7.3,11,-60.857,-25.07,820,1
7/21/2013 5:09,6.5,17,-41.704,174.337,693,1
8/13/2013 15:43,6.7,12,5.7732,-78.1999,715,1
8/16/2013 2:31,6.5,8.2,-41.734,174.152,690,1
8/30/2013 16:25,7,29,51.537,-175.23,758,0
9/1/2013 11:52,6.5,112,-7.44,128.221,668,0
9/4/2013 0:18,6.5,402,29.9377,138.833,739,0
9/4/2013 2:32,6.5,20,51.5573,-174.767,650,1
9/24/2013 11:29,7.7,15,26.951,65.5009,2015,0
9/25/2013 16:42,7.1,40,-15.8385,-74.5112,843,1
9/28/2013 7:34,6.8,12,27.1825,65.5052,1005,0
9/30/2013 5:55,6.5,41.54,-30.9255,-178.323,650,1
10/1/2013 3:38,6.7,573,53.1995,152.786,691,0
10/12/2013 13:11,6.6,40,35.5142,23.2523,691,0
10/15/2013 0:12,7.1,19.04,9.8796,124.117,1092,1
10/16/2013 10:30,6.8,35,-6.4456,154.931,711,1
10/19/2013 17:54,6.6,9.45,26.0913,-110.321,692,1
10/25/2013 17:10,7.1,35,37.1557,144.661,872,1
10/31/2013 23:03,6.6,27,-30.2921,-71.5215,723,1
11/16/2013 3:34,6.9,9.97,-60.2627,-47.0621,732,1
11/17/2013 9:04,7.7,10,-60.2738,-46.4011,912,1
11/23/2013 7:48,6.5,371,-17.1171,-176.545,651,0
1/1/2014 16:03,6.5,187,-13.8633,167.249,650,1
2/2/2014 9:26,6.5,44.26,-32.9076,-177.881,650,1
2/7/2014 8:40,6.5,122,-15.0691,167.372,650,1
2/12/2014 9:19,6.9,10,35.9053,82.5864,733,0
2/18/2014 9:27,6.5,14.83,14.6682,-58.9272,681,1
3/2/2014 20:11,6.5,119,27.4312,127.367,668,1
3/10/2014 5:18,6.8,16.441,40.8287,-125.134,1211,1
3/16/2014 21:16,6.7,20,-19.9807,-70.7022,718,1
4/1/2014 23:46,8.2,25,-19.6097,-70.7691,1332,1
4/1/2014 23:57,6.9,28.42,-19.8927,-70.9455,732,0
4/3/2014 1:58,6.5,24.07,-20.3113,-70.5756,670,0
4/3/2014 2:43,7.7,22.4,-20.5709,-70.4931,1057,1
4/11/2014 7:07,7.1,60.53,-6.5858,155.048,776,1
4/11/2014 8:16,6.5,20,-6.7878,154.95,650,1
4/11/2014 20:29,6.6,135,11.642,-85.8779,677,1
4/12/2014 20:14,7.6,22.56,-11.2701,162.148,889,1
4/13/2014 12:36,7.4,39,-11.4633,162.051,842,1
4/13/2014 13:24,6.6,10,-11.1284,162.052,670,0
4/18/2014 14:27,7.2,24,17.397,-100.972,1017,1
4/19/2014 1:04,6.6,29,-6.6558,155.087,670,1
4/19/2014 13:28,7.5,43.37,-6.7547,155.024,865,1
4/24/2014 3:10,6.5,10,49.6388,-127.732,838,1
5/1/2014 6:36,6.6,106,-21.4542,170.355,670,1
5/13/2014 6:35,6.5,10,7.2096,-82.3045,694,1
5/24/2014 9:25,6.9,6.43,40.2893,25.3889,951,0
6/23/2014 19:19,6.9,20,-29.9772,-177.725,732,1
6/23/2014 19:21,6.5,10,-29.9379,-177.516,650,0
6/23/2014 20:06,6.7,26.59,-29.9414,-177.607,691,0
6/23/2014 20:53,7.9,109,51.8486,178.735,963,1
6/29/2014 7:52,6.9,8,-55.4703,-28.3669,732,1
6/29/2014 17:15,6.7,18,-14.9831,-175.51,691,1
7/4/2014 15:00,6.5,20,-6.2304,152.807,650,1
7/7/2014 11:23,6.9,53,14.724,-92.4614,1079,1
7/11/2014 19:22,6.5,20,37.0052,142.452,706,1
7/21/2014 14:54,6.9,615.42,-19.8015,-178.4,732,1
8/3/2014 0:22,6.9,13,0.8295,146.169,732,1
8/24/2014 23:21,6.8,101,-14.598,-73.5714,741,1
9/17/2014 6:14,6.7,130,13.7641,144.429,724,1
10/14/2014 3:51,7.3,40,12.5262,-88.1225,982,1
11/1/2014 18:57,7.1,434,-19.6903,-177.759,776,1
11/7/2014 3:33,6.6,53.19,-5.9873,148.232,671,1
11/15/2014 2:31,7.1,45,1.8929,126.522,779,1
11/16/2014 22:33,6.7,22,-37.6478,179.662,698,1
11/21/2014 10:10,6.5,35,2.2999,127.056,652,1
11/26/2014 14:33,6.8,39,1.9604,126.575,713,1
12/2/2014 5:11,6.6,614,6.1572,123.126,670,0
12/7/2014 1:22,6.6,23,-6.5108,154.46,670,1
12/8/2014 8:54,6.6,20,7.9401,-82.6865,709,1
1/7/2015 5:07,6.5,8,5.9045,-82.6576,650,1
1/23/2015 3:47,6.8,219.96,-17.0309,168.52,711,1
2/11/2015 18:57,6.7,223,-23.1125,-66.688,700,1
2/16/2015 23:06,6.7,23,39.8558,142.881,714,1
2/27/2015 13:45,7,552.06,-7.2968,122.535,760,0
3/29/2015 23:48,7.5,41,-4.7294,152.562,872,1
3/30/2015 8:48,6.5,11,-15.4994,-173.029,650,1
4/17/2015 15:52,6.5,10,-15.8815,-178.6,650,1
4/25/2015 6:11,7.8,8.22,28.2305,84.7314,2820,0
4/25/2015 6:45,6.6,10,28.2244,84.8216,733,0
4/26/2015 7:09,6.7,22.91,27.7711,86.0173,1016,0
4/30/2015 10:45,6.7,31,-5.375,151.771,692,1
5/1/2015 8:06,6.8,44,-5.2005,151.777,714,1
5/5/2015 1:44,7.5,55,-5.4624,151.875,869,1
5/7/2015 7:10,7.1,10,-7.2175,154.557,776,1
5/12/2015 7:05,7.3,15,27.8087,86.0655,1563,0
5/12/2015 21:12,6.8,35,38.9056,142.032,831,1
5/20/2015 22:48,6.8,11,-10.8759,164.169,711,1
5/22/2015 21:45,6.9,11.19,-11.0559,163.696,732,1
5/22/2015 23:59,6.8,10,-11.1093,163.215,711,1
5/29/2015 7:00,6.8,72.6,56.594,-156.43,762,1
5/30/2015 11:23,7.8,664,27.8386,140.493,1151,1
6/23/2015 12:18,6.5,460,27.7375,139.725,652,0
7/10/2015 4:12,6.7,12,-9.307,158.403,691,1
7/16/2015 15:16,6.5,20,13.8672,-58.5479,686,1
7/18/2015 2:27,7,11,-10.4012,165.141,759,1
7/27/2015 4:49,6.9,29,52.376,-169.446,734,1
7/27/2015 21:41,7,48,-2.6286,138.528,762,1
8/10/2015 4:12,6.6,22,-9.3438,158.053,671,1
8/12/2015 18:49,6.5,6.43,-9.3293,157.877,650,1
9/13/2015 8:14,6.7,10,24.913,-109.623,708,1
9/16/2015 22:54,8.3,22.44,-31.5729,-71.6744,1960,1
9/16/2015 23:18,7,28.41,-31.5622,-71.4262,799,0
9/17/2015 3:55,6.5,27,-31.4244,-71.6876,657,0
9/17/2015 4:10,6.7,23,-31.5173,-71.804,718,0
9/21/2015 17:40,6.6,35,-31.7275,-71.3792,820,1
9/24/2015 15:53,6.6,18,-0.6212,131.262,671,0
10/20/2015 21:52,7.1,135,-14.8595,167.303,780,1
10/26/2015 9:09,7.5,231,36.5244,70.3676,1448,0
11/4/2015 3:44,6.5,20,-8.3381,124.875,657,0
11/7/2015 7:31,6.8,46,-30.8796,-71.4519,841,1
11/8/2015 16:47,6.6,10,6.8431,94.648,675,0
11/11/2015 1:54,6.9,12,-29.5067,-72.0068,761,1
11/11/2015 2:46,6.9,10,-29.5097,-72.0585,744,0
11/13/2015 20:51,6.7,12,31.0009,128.873,702,0
11/17/2015 7:10,6.5,11,38.67,20.6,1018,0
11/18/2015 18:31,6.8,12.59,-8.8994,158.422,715,1
11/24/2015 22:45,7.6,606.21,-10.5372,-70.9437,957,1
11/24/2015 22:50,7.6,620.56,-10.0598,-71.0184,896,0
11/26/2015 5:45,6.7,602.75,-9.1825,-71.2574,691,0
12/7/2015 7:50,7.2,22,38.2107,72.7797,827,0
12/9/2015 10:21,6.9,21,-4.1064,129.508,738,0
12/17/2015 19:49,6.6,85,15.8015,-93.633,765,1
1/3/2016 23:05,6.7,55,24.8036,93.6505,1515,0
1/11/2016 16:38,6.5,13,3.8965,126.862,651,1
1/14/2016 3:25,6.7,46,41.9723,142.781,717,1
1/21/2016 18:06,6.6,10,18.8239,-106.934,673,1
1/24/2016 10:30,7.1,125.6,59.6204,-153.339,1496,1
1/30/2016 3:25,7.2,177,53.9776,158.546,799,1
3/2/2016 12:49,7.8,24,-4.9521,94.3299,948,0
4/3/2016 8:23,6.9,26,-14.3235,166.855,734,1
4/6/2016 6:58,6.7,24,-14.0683,166.624,691,1
4/7/2016 3:32,6.7,27.59,-13.9805,166.594,692,1
4/10/2016 10:28,6.6,212,36.4725,71.1311,738,0
4/13/2016 13:55,6.9,136,23.0944,94.8654,903,0
4/15/2016 16:25,7,10,32.7906,130.754,2074,1
4/16/2016 23:58,7.8,20.59,0.3819,-79.9218,1163,1
4/28/2016 19:33,7,24,-16.0429,167.379,755,1
5/18/2016 7:57,6.7,16,0.4261,-79.7899,744,1
5/18/2016 16:46,6.9,29.95,0.4947,-79.616,780,1
5/28/2016 5:38,6.9,405.69,-21.9724,-178.204,733,1
5/28/2016 9:46,7.2,78,-56.2409,-26.9353,798,1
6/1/2016 22:56,6.6,50,-2.0967,100.665,671,0
7/29/2016 21:18,7.7,196,18.5429,145.507,971,1
8/12/2016 1:26,7.2,16.37,-22.4765,173.117,799,1
8/24/2016 10:34,6.8,82,20.9228,94.569,981,0
8/31/2016 3:11,6.8,476,-3.6849,152.792,713,1
9/1/2016 16:37,7,19,-37.3586,179.146,897,1
9/24/2016 21:28,6.9,596.4,-19.7819,-178.244,733,1
10/17/2016 6:14,6.8,42,-6.0033,148.887,716,1
10/19/2016 0:26,6.6,614,-4.8626,108.163,677,0
10/30/2016 6:40,6.6,8,42.8621,13.0961,2840,0
11/13/2016 11:02,7.8,15.11,-42.7373,173.054,1545,1
11/13/2016 11:32,6.5,10,-42.3205,173.669,656,1
11/14/2016 0:34,6.5,9,-42.6058,173.254,664,1
11/21/2016 20:59,6.9,9,37.3931,141.387,1144,1
11/24/2016 18:43,6.9,10,11.9097,-88.8968,855,1
11/25/2016 14:24,6.6,17,39.2732,73.9776,693,0
12/6/2016 22:03,6.5,13,5.2834,96.1678,731,0
12/8/2016 14:49,6.6,8.45,40.4535,-126.194,1120,1
12/8/2016 17:38,7.8,40,-10.6812,161.327,961,1
12/8/2016 21:56,6.5,12.26,-10.8416,161.314,650,0
12/9/2016 19:10,6.9,19.73,-10.749,161.132,737,1
12/17/2016 10:51,7.9,94.54,-4.5049,153.522,972,1
12/21/2016 0:17,6.7,152,-7.5082,127.921,726,0
12/25/2016 14:22,7.6,38,-43.4064,-73.9413,1152,1
1/3/2017 21:52,6.9,12,-19.3733,176.052,742,1
1/10/2017 6:13,7.3,627.17,4.4782,122.617,849,1
1/19/2017 23:04,6.5,36,-10.3506,161.335,654,1
1/22/2017 4:30,7.9,135,-6.2464,155.172,987,1
2/10/2017 14:03,6.5,15,9.9071,125.452,718,1
2/21/2017 14:09,6.5,595.98,-19.2814,-63.9047,653,0
2/24/2017 17:28,6.9,414.5,-23.2593,-178.804,733,1
3/29/2017 4:09,6.6,17,56.9401,162.786,671,1
4/3/2017 17:40,6.5,29,-22.6784,25.1558,1297,0
4/24/2017 21:38,6.9,28,-33.0375,-72.0617,1642,1
4/28/2017 20:23,6.9,26,5.5043,125.066,814,1
5/9/2017 13:52,6.8,169,-14.5884,167.377,713,1
5/10/2017 23:23,6.5,15,-56.414,-25.7432,650,1
5/29/2017 14:35,6.6,12,-1.2923,120.431,678,0
6/2/2017 22:24,6.8,5,54.0312,170.92,711,1
6/14/2017 7:29,6.9,93,14.9091,-92.0092,1188,1
6/22/2017 12:31,6.8,38.12,13.7174,-90.9718,1034,1
7/6/2017 8:03,6.5,9,11.1269,124.629,740,1
7/11/2017 7:00,6.6,10,-49.4837,164.016,704,1
7/17/2017 23:34,7.7,10,54.4434,168.857,918,1
7/20/2017 22:31,6.6,7,36.9293,27.4139,1064,0
8/8/2017 13:19,6.5,9,33.1926,103.855,707,0
9/8/2017 4:49,8.2,47.39,15.0222,-93.8993,2910,1
9/19/2017 18:14,7.1,48,18.5499,-98.4887,1686,0
10/8/2017 22:34,6.5,119,52.3909,176.769,651,1
10/24/2017 10:47,6.7,553.81,-7.2168,123.074,694,0
10/31/2017 0:42,6.7,24,-21.6971,169.148,691,1
11/1/2017 2:23,6.6,22,-21.6484,168.859,674,1
11/4/2017 9:00,6.8,10,-15.3197,-173.168,727,1
11/7/2017 21:26,6.5,110.57,-4.2433,143.485,661,1
11/12/2017 18:18,7.3,19,34.9109,45.9592,2790,0
11/13/2017 2:28,6.5,19.36,9.5147,-84.4865,1153,1
11/19/2017 15:09,6.6,13,-21.5027,168.598,676,1
11/19/2017 22:43,7,10,-21.3246,168.671,771,1
12/13/2017 18:03,6.5,17,-54.2189,2.1628,651,1
12/15/2017 16:47,6.5,90,-7.4921,108.174,998,0
1/10/2018 2:51,7.5,19,17.4825,-83.52,1623,1
1/14/2018 9:18,7.1,39,-15.7675,-74.7092,1075,1
1/23/2018 9:31,7.9,14.06,56.0039,-149.166,1870,1
2/16/2018 23:39,7.2,22,16.3855,-97.9787,1384,1
2/25/2018 17:44,7.5,25.21,-6.0699,142.754,943,1
3/6/2018 14:13,6.7,20.49,-6.3043,142.612,697,1
3/8/2018 17:39,6.8,22.86,-4.3762,153.2,719,1
3/26/2018 9:51,6.7,40,-5.5024,151.402,696,1
3/29/2018 21:25,6.9,35,-5.5321,151.5,741,1
4/2/2018 13:40,6.8,559,-20.6588,-63.0058,733,0
5/4/2018 22:32,6.9,5.81,19.3182,-155,1392,1
8/5/2018 11:46,6.9,34,-8.2581,116.438,1704,0
8/15/2018 21:56,6.5,33.93,51.4234,-178.026,655,1
8/17/2018 15:35,6.5,529,-7.3718,119.802,743,0
8/19/2018 0:19,8.2,600,-18.1125,-178.153,1050,1
8/19/2018 14:56,6.9,21,-8.319,116.627,1206,0
8/21/2018 21:31,7.3,146.82,10.7731,-62.9019,1570,1
8/21/2018 22:32,6.5,9,-16.0315,168.143,652,1
8/24/2018 9:04,7.1,630,-11.0355,-70.8284,776,0
8/29/2018 3:51,7.1,21.43,-22.0295,170.126,776,1
9/5/2018 18:07,6.6,35,42.6861,141.929,1075,1
9/6/2018 15:49,7.9,670.81,-18.4743,179.35,979,1
9/9/2018 19:31,6.5,68,-10.0207,161.503,651,1
9/10/2018 4:19,6.9,115,-31.7447,-179.373,735,0
9/16/2018 21:11,6.5,576,-25.415,178.199,651,0
9/28/2018 10:02,7.5,20,-0.2559,119.846,2026,0
9/30/2018 10:52,6.7,550,-18.3604,-178.063,691,1
10/10/2018 20:48,7,39,-5.7012,151.205,758,1
10/10/2018 23:16,6.5,20,49.2902,156.297,650,1
10/13/2018 11:10,6.7,461,52.8549,153.243,691,1
10/16/2018 1:03,6.5,17,-21.7427,169.522,650,1
10/22/2018 5:39,6.5,10,49.2586,-129.412,669,1
10/22/2018 6:16,6.8,10,49.3346,-129.289,776,1
10/22/2018 6:22,6.5,10,49.297,-129.724,655,0
10/25/2018 22:54,6.8,14,37.5203,20.5565,954,0
11/9/2018 1:49,6.7,10,71.6312,-11.2431,693,1
11/18/2018 20:25,6.8,540,-17.8735,-178.927,711,1
11/30/2018 17:29,7.1,46.7,61.3464,-149.955,1790,1
12/5/2018 4:18,7.5,10,-21.9496,169.427,871,1
12/5/2018 6:43,6.6,10,-22.0629,169.733,670,1
12/11/2018 2:26,7.1,133,-58.5446,-26.3856,776,1
12/20/2018 17:01,7.3,16.56,55.0999,164.699,822,1
12/29/2018 3:39,7,60.21,5.8983,126.921,803,1
1/5/2019 19:25,6.8,570.41,-8.144,-71.587,715,0
1/6/2019 17:27,6.6,43.21,2.258,126.758,672,1
1/15/2019 18:06,6.6,35,-13.336,166.875,671,1
1/20/2019 1:32,6.7,63,-30.0404,-71.3815,1600,1
1/22/2019 19:01,6.7,13,-43.1219,42.3568,691,0
2/1/2019 16:14,6.7,66,14.6802,-92.4527,909,1
2/22/2019 10:17,7.5,145,-2.1862,-77.0505,1145,1
3/1/2019 8:50,7,267,-14.7131,-70.1546,869,1
4/9/2019 17:53,6.5,38,-58.6262,-25.304,650,1
4/12/2019 11:40,6.8,15.46,-1.8146,122.58,717,1
5/6/2019 21:19,7.1,146,-6.9746,146.449,826,1
5/14/2019 12:58,7.6,10,-4.051,152.597,929,1
5/26/2019 7:41,8,122.57,-5.8119,-75.2697,1890,1
5/30/2019 9:03,6.6,57.92,13.1994,-89.3056,886,1
6/15/2019 22:55,7.3,46,-30.6441,-178.1,830,1
6/24/2019 2:53,7.3,212,-6.4078,129.169,952,1
7/6/2019 3:19,7.1,8,35.7695,-117.599,1646,0
7/7/2019 15:08,6.9,35,0.5126,126.189,747,0
7/14/2019 5:39,6.6,10,-18.2242,120.358,791,0
7/14/2019 9:10,7.2,18.98,-0.5858,128.034,809,1
7/31/2019 15:02,6.6,181,-16.1985,167.998,670,1
8/1/2019 18:28,6.8,25,-34.2364,-72.3102,947,1
8/2/2019 12:03,6.9,49,-7.2822,104.791,875,0
8/27/2019 23:55,6.6,16,-60.2152,-26.5801,670,1
9/1/2019 15:54,6.6,591,-20.3641,-178.57,671,1
9/25/2019 23:46,6.5,12.26,-3.4528,128.37,656,1
9/29/2019 15:57,6.7,11,-35.4758,-73.163,844,1
10/29/2019 1:04,6.6,15,6.7567,125.008,780,1
10/31/2019 1:11,6.5,10,6.9098,125.178,733,1
11/4/2019 22:43,6.6,10,-18.5747,-175.272,673,1
11/8/2019 10:44,6.5,577,-21.9449,-179.511,650,0
11/14/2019 16:17,7.1,33,1.6213,126.416,799,1
12/15/2019 6:11,6.8,18,6.6969,125.174,825,1
1/24/2020 17:55,6.7,10,38.4312,39.0609,1247,0
1/28/2020 19:10,7.7,14.86,19.4193,-78.756,1812,1
2/13/2020 10:33,7,143,45.6161,148.959,770,1
3/25/2020 2:49,7.5,57.8,48.9638,157.695,879,1
3/31/2020 23:52,6.5,12.06,44.4646,-115.118,1410,0
5/2/2020 12:51,6.5,10,34.1818,25.7101,678,0
5/6/2020 13:53,6.8,96,-6.7762,129.785,738,0
5/12/2020 22:41,6.6,107,-12.0662,166.648,671,1
5/15/2020 11:03,6.5,2.7,38.1689,-117.85,1320,0
6/3/2020 7:35,6.8,112,-23.2966,-68.4204,835,1
6/13/2020 15:51,6.6,165,28.9386,128.262,734,1
6/18/2020 12:49,7.4,10,-33.2938,-177.838,873,1
6/23/2020 15:29,7.4,20,15.9163,-95.9533,1494,1
7/6/2020 22:54,6.6,533.76,-5.6368,110.678,684,0
7/17/2020 2:50,7,73,-7.847,147.755,820,1
7/22/2020 6:12,7.8,28,55.1079,-158.477,1111,1
8/18/2020 0:03,6.6,10,12.0065,124.13,784,1
8/18/2020 22:23,6.8,22,-4.3724,101.095,716,0
8/18/2020 22:29,6.9,26,-4.2791,101.215,735,0
8/21/2020 4:09,6.9,624,-6.6704,123.493,749,0
8/30/2020 21:20,6.5,10,0.8696,-29.7046,651,0
9/1/2020 4:09,6.8,21,-28.013,-71.1958,824,1
9/1/2020 21:09,6.5,16,-27.9285,-71.3937,674,0
9/18/2020 21:43,6.9,10,0.9604,-26.8332,732,1
10/19/2020 20:54,7.6,28.37,54.662,-159.675,1165,1
10/30/2020 11:51,7,21,37.8973,26.7953,1527,0
12/27/2020 21:39,6.7,10,-39.3264,-74.9067,776,1
1/11/2021 21:32,6.7,10,51.2407,100.443,776,0
1/21/2021 12:23,7,80,5.0074,127.517,802,1
1/23/2021 23:36,6.9,15,-61.8484,-55.559,739,1
2/10/2021 13:19,7.7,10,-23.2787,171.489,918,1
2/13/2021 14:07,7.1,43.98,37.6856,141.992,1612,1
3/4/2021 13:27,7.3,10,-37.596,179.544,932,1
3/4/2021 17:41,7.4,43,-29.6131,-177.842,843,1
3/4/2021 19:28,8.1,28.93,-29.7466,-177.224,1021,1
3/4/2021 23:12,6.5,24,-28.4792,-176.619,650,0
3/16/2021 18:38,6.6,13.23,54.7018,163.208,672,1
3/20/2021 9:09,7,43,38.4752,141.607,1052,1
4/24/2021 0:23,6.5,301,-18.9204,-176.235,652,0
4/25/2021 22:28,6.5,246,-21.6857,-177.064,651,0
5/1/2021 1:27,6.9,43,38.2296,141.665,919,1
5/12/2021 14:05,6.7,10,-17.2495,66.3745,694,0
5/14/2021 6:33,6.7,11,0.1684,96.6475,698,0
5/21/2021 18:04,7.3,10,34.5861,98.2551,1025,0
5/21/2021 22:13,6.5,10,-16.4796,-177.356,652,1
6/20/2021 17:05,6.5,25,-30.2144,-177.773,650,1
